request_id,successful,ttft,request_latency,num_input_tokens,num_output_tokens,decode_speed,submit_time,first_token_time,finish_time,error
doc1_q0,True,0.8157970905303955,2.546750545501709,10013,128,73.94768451594287,1784770963.438819,1784770964.254616,1784770965.9855695,
doc3_q0,True,0.5433695316314697,2.2755582332611084,10013,128,73.8949514447115,1784770965.9856935,1784770966.529063,1784770968.2612517,
doc4_q0,True,0.5262069702148438,2.2565906047821045,10013,128,73.97203570525596,1784770968.2613146,1784770968.7875216,1784770970.5179052,
doc2_q0,True,0.5215854644775391,2.2545013427734375,10013,128,73.8639431972149,1784770970.5179684,1784770971.0395539,1784770972.7724698,
doc6_q0,True,0.5231313705444336,2.2568910121917725,10013,128,73.82799606431043,1784770972.772625,1784770973.2957563,1784770975.029516,
doc0_q0,True,0.5319557189941406,2.263859510421753,10013,128,73.90710767743589,1784770975.0297005,1784770975.5616562,1784770977.29356,
doc5_q0,True,0.5277588367462158,2.2598280906677246,10013,128,73.90004742027509,1784770977.2937155,1784770977.8214743,1784770979.5535436,
